date,entity_id,metric_name,withdrawal_transactions,deposit_transactions,surcharge_revenue,cash_loaded,cash_variance,settlement_variance,uptime_pct,jam_count,service_minutes_down,automation_minutes_saved,quality_score,priority_score,report_ready_flag
2026-04-09,DEV007,device_daily_operations,292,145,937.67,27398.95,-68.02,-24.49,98.25,0,13.4,62,98.8,25.7,Y
2026-04-09,DEV008,device_daily_operations,484,194,1520.92,30616.55,-87.65,-34.79,97.86,0,28.4,30,98.0,21.3,Y
2026-04-09,DEV009,device_daily_operations,176,99,576.35,15955.16,26.71,5.99,97.96,0,37.6,75,98.4,22.7,Y
2026-04-09,DEV010,device_daily_operations,323,66,1097.03,27649.51,-67.48,-13.51,95.67,0,46.5,47,97.6,33.0,Y
2026-04-09,DEV011,device_daily_operations,184,74,659.38,14867.18,-50.51,-11.5,97.18,0,46.0,39,97.8,27.4,Y
2026-04-09,DEV012,device_daily_operations,368,185,1226.57,30455.59,14.15,5.7,98.4,1,85.0,40,95.0,31.9,Y
2026-04-09,DEV013,device_daily_operations,186,68,534.46,12818.21,-105.82,-44.15,98.84,0,18.7,50,98.2,19.3,Y
2026-04-09,DEV014,device_daily_operations,112,65,333.03,8925.03,-754.75,-147.79,97.94,0,19.0,54,90.9,33.0,Y
2026-04-09,DEV015,device_daily_operations,316,100,1137.03,18667.84,-30.05,-9.86,98.99,0,18.8,12,99.0,21.0,Y
2026-04-09,DEV016,device_daily_operations,99,29,308.14,7688.94,144.25,46.17,94.78,2,160.1,34,89.1,58.3,Y
2026-04-09,DEV017,device_daily_operations,266,109,827.95,16681.03,11.02,2.75,99.54,0,7.2,30,99.6,13.8,Y
2026-04-09,DEV018,device_daily_operations,185,124,539.39,10326.55,80.67,19.99,94.51,0,89.9,62,95.9,42.7,Y
2026-04-09,DEV019,device_daily_operations,128,61,435.52,8117.6,-120.32,-42.8,99.49,1,59.8,71,94.7,20.9,Y
2026-04-09,DEV020,device_daily_operations,155,80,548.97,11294.35,-70.96,-28.02,98.22,1,78.2,37,94.6,30.1,Y
2026-04-09,DEV021,device_daily_operations,278,89,792.01,19127.21,7.34,3.08,96.21,0,67.4,23,97.5,28.9,Y
2026-04-09,DEV022,device_daily_operations,349,127,1086.13,20663.98,-71.54,-18.41,94.98,0,59.3,66,97.1,36.8,Y
2026-04-09,DEV023,device_daily_operations,302,78,849.31,19704.34,205.92,85.5,96.56,0,59.2,18,95.6,37.5,Y
2026-04-09,DEV024,device_daily_operations,224,139,722.57,17759.91,-3.16,-0.92,97.14,1,97.1,54,94.7,38.6,Y
2026-04-09,DEV025,device_daily_operations,214,86,627.96,14892.09,4.01,0.97,96.81,0,39.2,76,98.6,25.5,Y
2026-04-09,DEV026,device_daily_operations,82,46,261.65,5872.94,139.5,29.11,93.49,0,86.6,39,95.4,46.2,Y
2026-04-09,DEV027,device_daily_operations,159,88,578.59,12670.51,123.06,44.03,97.09,0,51.7,47,96.8,33.1,Y
2026-04-09,DEV028,device_daily_operations,89,30,295.04,7919.15,-17.38,-4.49,98.67,0,21.9,69,99.0,15.5,Y
2026-04-09,DEV029,device_daily_operations,121,68,423.4,9587.62,18.31,5.94,95.26,0,58.4,25,97.7,34.3,Y
2026-04-09,DEV030,device_daily_operations,132,67,432.82,7700.58,-0.82,-0.3,98.67,0,12.1,50,99.6,15.3,Y
2026-04-09,DEV031,device_daily_operations,71,31,249.65,4131.08,38.95,10.44,96.25,0,54.5,60,97.6,29.3,Y
2026-04-09,DEV032,device_daily_operations,159,90,481.3,11799.62,17.24,4.38,96.64,1,80.4,67,95.1,41.6,Y
2026-04-09,DEV033,device_daily_operations,74,29,267.03,6589.34,2434.3,675.27,98.7,0,11.6,24,72.5,62.4,N
2026-04-09,DEV034,device_daily_operations,92,28,333.67,7671.92,69.53,16.38,95.53,0,62.0,45,97.0,40.7,Y
2026-04-09,DEV035,device_daily_operations,146,104,452.52,11553.66,-67.04,-23.85,96.02,0,46.8,48,97.6,31.0,Y
2026-04-09,DEV036,device_daily_operations,220,67,763.48,18873.9,69.99,16.8,97.59,0,43.1,38,97.7,25.5,Y
2026-04-10,DEV001,device_daily_operations,276,102,788.76,25538.19,11.11,4.53,95.15,0,44.8,47,98.3,37.9,Y
2026-04-10,DEV002,device_daily_operations,418,249,1404.84,26113.24,27.88,7.75,95.26,0,46.6,55,98.0,34.5,Y
2026-04-10,DEV003,device_daily_operations,254,123,805.21,19993.85,30.48,10.5,99.06,1,61.5,35,95.7,24.7,Y
2026-04-10,DEV004,device_daily_operations,417,125,1387.37,33654.9,-106.09,-32.86,97.87,0,34.8,45,97.6,21.6,Y
2026-04-10,DEV005,device_daily_operations,454,224,1630.23,27247.15,-3.15,-0.65,94.79,0,58.4,38,97.9,36.6,Y
2026-04-10,DEV006,device_daily_operations,219,104,730.95,17337.64,-15.81,-4.12,98.68,0,21.9,68,99.0,18.5,Y
2026-04-10,DEV007,device_daily_operations,289,171,958.87,17106.45,-2371.01,-832.46,96.51,0,55.6,26,71.7,77.2,N
2026-04-10,DEV008,device_daily_operations,309,157,1060.52,20540.71,9.57,2.41,97.22,0,40.0,58,98.5,23.4,Y
2026-04-10,DEV009,device_daily_operations,423,174,1451.66,27328.91,-86.78,-29.14,96.5,0,49.1,51,97.3,31.8,Y
2026-04-10,DEV010,device_daily_operations,456,202,1351.54,32852.13,-64.49,-12.12,96.83,1,79.8,42,94.6,34.5,Y
2026-04-10,DEV011,device_daily_operations,272,99,961.55,15613.1,-191.49,-71.62,96.44,1,103.3,43,92.4,42.1,Y
2026-04-10,DEV012,device_daily_operations,137,45,437.34,9243.58,79.04,27.0,96.57,0,28.8,42,98.1,35.2,Y
2026-04-10,DEV013,device_daily_operations,165,106,584.48,12915.72,-59.58,-11.83,97.38,0,42.3,21,97.8,26.5,Y
2026-04-10,DEV014,device_daily_operations,300,148,868.69,24238.67,-21.61,-8.9,96.69,0,38.0,53,98.4,26.5,Y
2026-04-10,DEV015,device_daily_operations,366,74,1099.6,27285.68,-36.04,-10.23,94.32,0,55.7,42,97.6,46.7,Y
2026-04-10,DEV016,device_daily_operations,179,87,575.65,13547.4,-41.23,-13.12,98.26,0,20.6,29,98.8,21.3,Y
2026-04-10,DEV017,device_daily_operations,79,40,237.22,7026.97,-1514.34,-405.09,97.53,0,36.8,11,81.9,52.1,N
2026-04-10,DEV018,device_daily_operations,158,69,505.43,12126.44,185.11,63.63,98.3,0,21.1,58,97.2,23.7,Y
2026-04-10,DEV019,device_daily_operations,158,58,559.07,12391.9,-7.84,-3.05,100,0,0,49,99.9,8.1,Y
2026-04-10,DEV020,device_daily_operations,292,84,1008.5,22975.26,-89.92,-22.86,99.13,0,15.7,33,98.4,17.4,Y
2026-04-10,DEV021,device_daily_operations,279,115,901.4,23143.95,-41.85,-12.57,99.45,0,8.7,32,99.2,11.7,Y
2026-04-10,DEV022,device_daily_operations,234,90,770.34,13909.76,25.05,6.12,97.27,0,25.2,68,98.8,23.4,Y
2026-04-10,DEV023,device_daily_operations,338,158,1026.87,28758.98,-182.66,-72.14,96.77,1,63.1,49,93.9,44.0,Y
2026-04-10,DEV024,device_daily_operations,238,93,829.03,22264.32,-76.99,-22.04,97.66,0,35.1,46,97.9,29.1,Y
2026-04-10,DEV025,device_daily_operations,87,50,302.94,4714.19,145.69,53.61,99.92,0,1.1,34,98.3,11.0,Y
2026-04-10,DEV026,device_daily_operations,271,86,766.16,24526.23,68.43,17.32,99.29,0,10.7,40,98.9,13.1,Y
2026-04-10,DEV027,device_daily_operations,127,46,437.86,11619.29,149.04,29.95,98.21,0,32.4,57,97.2,27.4,Y
2026-04-10,DEV028,device_daily_operations,241,106,739.79,18977.91,-11.91,-4.92,92.62,0,88.9,48,96.7,48.7,Y
2026-04-10,DEV029,device_daily_operations,76,23,248.13,5846.99,-0.44,-0.09,99.7,0,3.1,51,99.9,9.6,Y
2026-04-10,DEV030,device_daily_operations,131,35,460.65,7887.94,55.5,12.61,98.28,0,18.1,12,98.7,18.4,Y
2026-04-10,DEV031,device_daily_operations,115,50,327.4,9506.45,-58.82,-13.14,98.27,0,18.4,47,98.7,18.5,Y
2026-04-10,DEV032,device_daily_operations,204,101,579.53,16414.95,-124.97,-23.34,95.88,0,34.0,58,97.4,39.8,Y
2026-04-10,DEV033,device_daily_operations,116,58,328.14,7273.61,54.95,12.11,96.92,0,29.3,49,98.3,29.0,Y
2026-04-10,DEV034,device_daily_operations,240,33,709.73,20701.51,2192.81,713.34,96.12,2,152.7,16,66.6,92.0,N
2026-04-10,DEV035,device_daily_operations,214,121,650.83,12478.36,-105.78,-24.4,97.08,1,81.5,33,94.1,33.9,Y
2026-04-10,DEV036,device_daily_operations,148,85,452.42,11254.25,-39.8,-12.32,97.46,0,45.2,32,97.9,25.7,Y
2026-04-11,DEV001,device_daily_operations,141,68,469.52,13095.27,134.54,37.7,97.21,2,164.8,30,89.0,44.8,Y
2026-04-11,DEV002,device_daily_operations,425,138,1520.9,39377.96,121.23,30.62,97.47,0,20.8,57,97.9,24.1,Y
2026-04-11,DEV003,device_daily_operations,189,58,635.75,13865.79,-233.06,-47.57,96.7,0,32.7,30,96.2,33.4,Y
2026-04-11,DEV004,device_daily_operations,267,125,877.18,23562.91,2525.51,942.27,96.81,0,42.5,31,70.4,71.4,N
2026-04-11,DEV005,device_daily_operations,347,136,974.61,29230.06,-7.77,-2.99,99.73,0,2.4,60,99.8,9.5,Y
2026-04-11,DEV006,device_daily_operations,142,45,392.32,12093.49,-85.59,-30.68,94.65,1,88.0,36,94.1,50.0,Y
2026-04-11,DEV007,device_daily_operations,174,72,546.54,11448.92,98.51,40.77,96.7,0,38.6,42,97.5,34.8,Y
2026-04-11,DEV008,device_daily_operations,208,105,650.28,16132.11,-12.36,-3.61,98.51,0,15.5,27,99.3,16.3,Y
2026-04-11,DEV009,device_daily_operations,133,56,426.73,10620.45,217.22,71.24,100,0,0,51,97.6,14.9,Y
2026-04-11,DEV010,device_daily_operations,179,92,524.9,12235.96,203.9,67.03,99.46,0,9.7,49,97.4,14.6,Y
2026-04-11,DEV011,device_daily_operations,358,147,1169.95,21361.99,-164.46,-39.36,95.2,0,74.1,68,95.5,40.4,Y
2026-04-11,DEV012,device_daily_operations,317,175,1117.45,29356.78,166.49,33.84,98.03,0,32.9,43,97.0,28.7,Y
2026-04-11,DEV013,device_daily_operations,260,108,897.16,15376.05,-20.32,-7.59,99.96,0,0.6,50,99.8,11.6,Y
2026-04-11,DEV014,device_daily_operations,217,98,683.99,13491.98,-97.33,-33.96,98.76,0,18.1,40,98.3,16.5,Y
2026-04-11,DEV015,device_daily_operations,284,106,929.2,20591.27,-132.77,-52.92,99.48,0,9.1,52,98.2,20.1,Y
2026-04-11,DEV016,device_daily_operations,394,193,1328.8,31309.11,-79.98,-15.03,94.05,1,113.0,45,93.3,53.2,Y
2026-04-11,DEV017,device_daily_operations,478,153,1654.08,38410.18,75.81,20.57,98.17,0,13.9,16,98.7,22.5,Y
2026-04-11,DEV018,device_daily_operations,287,129,795.22,17444.8,-1220.18,-411.62,96.78,0,26.3,12,85.5,50.9,N
2026-04-11,DEV019,device_daily_operations,210,133,603.8,16275.3,72.76,25.53,100,0,0,43,99.2,9.2,Y
2026-04-11,DEV020,device_daily_operations,338,140,1204.16,29459.65,-6.62,-1.76,97.69,1,58.6,51,96.0,31.8,Y
2026-04-11,DEV021,device_daily_operations,394,193,1423.98,29069.88,-274.87,-65.35,96.48,0,25.8,41,96.0,32.3,Y
2026-04-11,DEV022,device_daily_operations,316,112,1124.61,25084.7,56.96,21.53,96.62,0,62.0,52,97.2,27.6,Y
2026-04-11,DEV023,device_daily_operations,459,105,1319.21,26423.63,-83.01,-15.78,98.46,0,25.3,23,98.2,24.8,Y
2026-04-11,DEV024,device_daily_operations,110,49,376.18,7009.58,116.94,45.12,95.21,0,45.1,61,97.1,43.3,Y
2026-04-11,DEV025,device_daily_operations,242,90,819.85,13479.13,6.88,2.86,96.22,0,56.0,64,97.9,28.8,Y
2026-04-11,DEV026,device_daily_operations,377,165,1262.44,28938.17,144.83,44.54,100,0,0,50,98.4,10.6,Y
2026-04-11,DEV027,device_daily_operations,251,96,725.1,22289.91,41.63,14.24,95.28,0,63.8,18,97.3,41.6,Y
2026-04-11,DEV028,device_daily_operations,249,126,821.04,16597.98,-1.71,-0.62,100,1,46.0,64,96.5,16.0,Y
2026-04-11,DEV029,device_daily_operations,135,69,418.72,10485.9,5.58,1.26,98.61,0,21.3,67,99.2,15.7,Y
2026-04-11,DEV030,device_daily_operations,211,79,700.58,16652.46,-51.97,-18.12,98.88,0,10.8,40,99.0,15.0,Y
2026-04-11,DEV031,device_daily_operations,110,66,326.41,7435.96,-4.89,-1.67,97.77,0,39.5,33,98.5,20.3,Y
2026-04-11,DEV032,device_daily_operations,280,81,866.77,26167.46,-21.26,-7.49,97.98,0,26.7,52,98.8,26.3,Y
2026-04-11,DEV033,device_daily_operations,121,42,437.6,8287.02,-90.6,-28.84,96.27,0,57.6,55,96.9,33.2,Y
2026-04-11,DEV034,device_daily_operations,206,55,634.01,13679.24,0.99,0.41,97.57,0,43.9,12,98.4,28.2,Y
2026-04-11,DEV035,device_daily_operations,172,78,475.16,10586.81,-2.71,-0.73,97.93,0,28.1,15,99.0,19.3,Y
2026-04-11,DEV036,device_daily_operations,133,66,394.61,7578.02,20.11,4.27,96.44,0,51.8,17,97.9,31.0,Y
2026-04-12,DEV001,device_daily_operations,256,128,907.06,18471.76,25.92,5.48,98.21,0,15.7,36,99.2,21.3,Y
2026-04-12,DEV002,device_daily_operations,345,103,1081.13,31422.03,-7.77,-2.2,100,0,0,46,99.9,8.1,Y
2026-04-12,DEV003,device_daily_operations,235,102,749.7,16618.2,107.73,30.49,98.43,1,42.3,24,95.5,29.6,Y
2026-04-12,DEV004,device_daily_operations,165,56,512.82,9331.95,146.16,32.52,95.84,0,49.0,32,96.6,33.5,Y
2026-04-12,DEV005,device_daily_operations,162,67,579.43,13679.31,-19.75,-6.24,98.28,0,18.2,37,99.1,17.7,Y
2026-04-12,DEV006,device_daily_operations,440,107,1425.19,39771.54,-278.94,-61.95,98.04,2,111.9,33,89.3,42.9,Y
2026-04-12,DEV007,device_daily_operations,346,202,1074.91,26975.22,-90.98,-32.16,98.62,0,23.9,59,98.1,24.1,Y
2026-04-12,DEV008,device_daily_operations,478,122,1510.83,31746.97,36.33,9.27,99.47,2,105.8,81,92.2,27.5,Y
2026-04-12,DEV009,device_daily_operations,173,93,536.43,12851.95,-2273.19,-572.52,96.09,0,59.8,33,72.6,73.8,N
2026-04-12,DEV010,device_daily_operations,204,89,673.83,12489.0,92.07,23.87,97.58,1,79.7,25,94.3,30.9,Y
2026-04-12,DEV011,device_daily_operations,251,109,893.11,17349.45,-151.67,-57.04,98.6,0,23.6,30,97.5,21.5,Y
2026-04-12,DEV012,device_daily_operations,331,126,1088.21,22227.39,-149.93,-57.68,98.81,0,9.7,32,98.0,24.1,Y
2026-04-12,DEV013,device_daily_operations,280,81,843.91,21941.98,301.92,119.38,98.08,0,25.0,41,95.8,27.1,Y
2026-04-12,DEV014,device_daily_operations,94,49,315.99,5373.67,-58.62,-18.99,100,0,0,48,99.3,9.0,Y
2026-04-12,DEV015,device_daily_operations,71,30,222.3,4430.26,-49.3,-15.68,95.7,0,34.2,47,98.2,39.4,Y
2026-04-12,DEV016,device_daily_operations,68,31,225.87,3949.42,120.16,21.71,100,0,0,19,98.7,13.2,Y
2026-04-12,DEV017,device_daily_operations,433,87,1330.11,36119.14,76.41,22.75,100,0,0,31,99.2,12.4,Y
2026-04-12,DEV018,device_daily_operations,201,83,610.74,15439.0,133.96,50.27,99.05,0,13.8,35,98.0,18.7,Y
2026-04-12,DEV019,device_daily_operations,301,133,927.89,21644.82,103.55,26.95,96.86,1,90.6,28,93.8,35.1,Y
2026-04-12,DEV020,device_daily_operations,483,128,1723.04,34269.15,-155.14,-42.04,99.64,2,51.5,16,92.8,31.8,Y
2026-04-12,DEV021,device_daily_operations,273,120,943.58,21162.6,-42.25,-15.6,98.45,0,22.0,36,98.7,17.2,Y
2026-04-12,DEV022,device_daily_operations,216,96,615.47,14900.44,5.33,1.75,97.5,0,35.5,47,98.7,21.8,Y
2026-04-12,DEV023,device_daily_operations,282,78,942.51,15533.97,-1644.74,-345.17,96.09,1,66.0,23,77.6,74.3,N
2026-04-12,DEV024,device_daily_operations,160,97,521.0,14574.67,-158.84,-58.37,97.85,0,21.8,53,97.5,29.6,Y
2026-04-12,DEV025,device_daily_operations,281,141,906.47,24960.75,-31.84,-10.26,96.3,1,121.5,54,93.5,36.8,Y
2026-04-12,DEV026,device_daily_operations,108,46,382.28,9876.52,-97.06,-19.51,98.56,0,18.2,31,98.3,17.6,Y
2026-04-12,DEV027,device_daily_operations,168,80,538.09,14259.03,43.48,7.96,97.82,0,17.9,47,98.9,27.7,Y
2026-04-12,DEV028,device_daily_operations,268,154,914.61,23375.36,10.96,4.19,95.13,0,89.4,32,96.7,34.9,Y
2026-04-12,DEV029,device_daily_operations,77,33,250.68,5437.38,30.75,7.3,97.79,0,29.2,60,98.6,20.7,Y
2026-04-12,DEV030,device_daily_operations,90,38,304.47,7976.11,-9.4,-2.01,98.19,1,43.5,12,96.5,26.0,Y
2026-04-12,DEV031,device_daily_operations,79,36,277.82,6747.43,16.83,3.53,97.94,0,37.8,21,98.5,19.6,Y
2026-04-12,DEV032,device_daily_operations,78,43,237.81,6729.36,18.2,7.24,97.59,0,30.5,21,98.7,28.4,Y
2026-04-12,DEV033,device_daily_operations,54,25,190.13,4240.51,-29.91,-8.98,99.51,0,7.1,37,99.4,14.2,Y
2026-04-12,DEV034,device_daily_operations,213,84,684.31,19553.48,-0.47,-0.13,99.11,0,10.6,48,99.6,19.7,Y
2026-04-12,DEV035,device_daily_operations,103,55,295.1,8678.19,-52.62,-17.51,98.3,0,19.9,65,98.7,18.2,Y
2026-04-12,DEV036,device_daily_operations,168,55,549.69,9253.83,-25.93,-6.26,97.31,0,41.1,30,98.2,26.3,Y
2026-04-13,DEV001,device_daily_operations,183,68,549.04,14228.61,-93.58,-37.74,98.4,0,28.7,53,97.9,21.5,Y
2026-04-13,DEV002,device_daily_operations,165,94,520.24,11290.75,157.64,46.89,100,0,0,29,98.2,10.8,Y
2026-04-13,DEV003,device_daily_operations,199,89,634.11,14859.82,-84.68,-32.99,100,0,0,54,99.1,12.5,Y
2026-04-13,DEV004,device_daily_operations,287,104,1017.79,22505.12,144.46,44.52,100,0,0,29,98.4,10.5,Y
2026-04-13,DEV005,device_daily_operations,103,72,340.49,7618.91,17.98,4.26,96.03,0,48.6,35,98.1,30.1,Y
2026-04-13,DEV006,device_daily_operations,209,106,731.97,12650.6,11.41,4.1,95.97,1,110.6,41,94.1,41.4,Y
2026-04-13,DEV007,device_daily_operations,179,82,568.74,10957.86,-307.64,-118.27,97.71,0,18.7,31,95.9,33.0,Y
2026-04-13,DEV008,device_daily_operations,418,162,1238.36,26496.87,33.33,7.73,97.87,0,16.2,47,99.1,20.2,Y
2026-04-13,DEV009,device_daily_operations,422,146,1232.35,33593.89,9.28,2.5,96.04,0,44.0,42,98.3,33.0,Y
2026-04-13,DEV010,device_daily_operations,262,204,953.43,22174.35,-101.28,-41.18,100,0,0,47,98.9,9.8,Y
2026-04-13,DEV011,device_daily_operations,152,45,527.3,11865.97,125.32,39.96,96.71,1,67.8,38,94.4,39.4,Y
2026-04-13,DEV012,device_daily_operations,283,127,1012.12,23717.75,-248.27,-52.73,98.53,0,13.7,29,96.8,27.5,Y
2026-04-13,DEV013,device_daily_operations,211,144,589.84,19206.01,80.42,28.22,98.24,0,25.5,25,98.2,22.1,Y
2026-04-13,DEV014,device_daily_operations,369,139,1229.03,29972.96,58.6,19.36,97.72,0,39.6,13,97.9,21.5,Y
2026-04-13,DEV015,device_daily_operations,338,170,1022.52,24743.24,115.7,39.09,97.72,0,36.9,23,97.4,29.5,Y
2026-04-13,DEV016,device_daily_operations,234,57,734.41,18253.26,-24.51,-9.77,98.51,0,24.9,57,98.8,19.6,Y
2026-04-13,DEV017,device_daily_operations,129,51,427.14,7876.65,202.84,68.59,100,0,0,43,97.7,14.7,Y
2026-04-13,DEV018,device_daily_operations,74,43,236.33,5701.74,-30.24,-12.02,97.36,0,43.1,48,98.1,26.1,Y
2026-04-13,DEV019,device_daily_operations,113,60,358.22,7864.13,-89.43,-17.14,100,0,0,51,99.0,9.5,Y
2026-04-13,DEV020,device_daily_operations,130,51,445.3,8833.83,32.64,8.76,98.51,0,14.3,42,99.1,19.8,Y
2026-04-13,DEV021,device_daily_operations,251,146,858.57,19043.72,-21.3,-5.22,100,0,0,12,99.8,8.3,Y
2026-04-13,DEV022,device_daily_operations,162,99,588.72,11823.27,20.05,4.45,98.12,0,17.5,24,99.2,18.6,Y
2026-04-13,DEV023,device_daily_operations,121,58,374.2,7659.18,138.13,49.53,99.0,0,8.1,66,98.2,22.9,Y
2026-04-13,DEV024,device_daily_operations,65,36,197.82,5717.04,28.8,6.39,96.2,0,33.5,66,98.5,36.3,Y
2026-04-13,DEV025,device_daily_operations,214,145,771.89,12014.45,-50.32,-18.86,97.68,0,26.5,44,98.5,21.6,Y
2026-04-13,DEV026,device_daily_operations,229,124,717.17,20307.02,-127.28,-48.36,98.01,0,37.3,50,97.3,21.2,Y
2026-04-13,DEV027,device_daily_operations,143,74,514.19,12047.06,5.44,1.55,96.86,1,98.4,44,94.6,40.2,Y
2026-04-13,DEV028,device_daily_operations,201,73,620.67,12698.47,23.52,9.71,100,0,0,51,99.7,8.3,Y
2026-04-13,DEV029,device_daily_operations,42,15,118.11,2987.37,-31.36,-7.07,97.15,0,41.3,20,98.2,24.2,Y
2026-04-13,DEV030,device_daily_operations,57,40,173.06,4928.85,77.74,17.45,98.37,1,84.9,56,94.3,26.3,Y
2026-04-13,DEV031,device_daily_operations,123,45,341.21,10600.62,-26.21,-7.64,97.5,0,33.3,41,98.5,22.2,Y
2026-04-13,DEV032,device_daily_operations,89,57,280.66,7531.28,48.14,19.61,96.47,0,35.9,53,98.2,35.1,Y
2026-04-13,DEV033,device_daily_operations,121,55,416.46,8001.68,-39.35,-9.84,97.5,0,47.0,58,97.9,25.5,Y
2026-04-13,DEV034,device_daily_operations,150,80,483.04,11945.25,109.42,32.69,96.59,0,56.8,30,96.8,35.6,Y
2026-04-13,DEV035,device_daily_operations,262,81,843.69,22298.6,43.44,13.15,98.64,0,23.6,43,98.7,16.2,Y
2026-04-13,DEV036,device_daily_operations,149,71,505.48,11399.6,-29.3,-11.64,99.88,0,1.5,52,99.6,12.2,Y
2026-04-14,DEV001,device_daily_operations,175,84,582.15,10783.73,22.61,8.0,97.1,0,47.9,21,98.0,27.4,Y
2026-04-14,DEV002,device_daily_operations,146,41,491.38,8001.57,9.0,3.38,96.3,1,74.6,48,95.4,36.4,Y
2026-04-14,DEV003,device_daily_operations,268,147,750.83,19053.39,-59.45,-12.95,97.99,0,21.0,26,98.6,23.1,Y
2026-04-14,DEV004,device_daily_operations,304,130,855.38,17527.34,-61.3,-21.77,95.73,0,60.2,23,97.2,32.5,Y
2026-04-14,DEV005,device_daily_operations,163,33,456.62,11835.5,-225.73,-74.17,98.06,0,32.9,48,96.3,22.7,Y
2026-04-14,DEV006,device_daily_operations,143,114,404.1,7814.8,81.93,17.56,99.11,0,9.6,49,98.7,17.4,Y
2026-04-14,DEV007,device_daily_operations,279,91,862.99,24736.69,483.57,146.65,98.2,1,70.5,57,90.3,41.5,Y
2026-04-14,DEV008,device_daily_operations,495,195,1770.76,41585.84,-14.0,-4.04,96.62,0,24.5,42,99.0,26.8,Y
2026-04-14,DEV009,device_daily_operations,175,64,626.58,15275.64,146.76,59.66,95.42,0,73.1,43,95.8,38.9,Y
2026-04-14,DEV010,device_daily_operations,565,154,2011.91,49563.78,-65.97,-13.65,95.47,0,55.5,12,97.3,34.0,Y
2026-04-14,DEV011,device_daily_operations,119,43,406.9,8152.94,-34.21,-13.88,97.31,1,51.6,41,96.0,34.4,Y
2026-04-14,DEV012,device_daily_operations,382,257,1359.32,28033.94,-202.7,-61.14,100,0,0,52,97.7,18.5,Y
2026-04-14,DEV013,device_daily_operations,165,55,587.56,9461.95,181.9,47.01,96.87,1,84.6,37,93.2,39.5,Y
2026-04-14,DEV014,device_daily_operations,309,97,850.3,27564.46,-71.84,-21.98,100,0,0,56,99.2,9.2,Y
2026-04-14,DEV015,device_daily_operations,254,113,813.53,18773.01,-146.13,-39.45,97.67,0,34.0,63,97.2,30.3,Y
2026-04-14,DEV016,device_daily_operations,172,29,593.46,12145.41,49.79,17.21,98.33,0,12.0,27,99.0,21.1,Y
2026-04-14,DEV017,device_daily_operations,352,82,1162.81,19626.07,21.04,4.69,96.47,0,45.9,22,98.1,30.8,Y
2026-04-14,DEV018,device_daily_operations,218,89,723.65,20032.64,-219.48,-85.17,96.66,0,46.1,25,95.9,33.4,Y
2026-04-14,DEV019,device_daily_operations,356,123,1242.29,27701.85,-18.27,-3.47,97.58,0,45.5,25,98.2,21.6,Y
2026-04-14,DEV020,device_daily_operations,306,86,1030.94,27542.48,-154.8,-61.65,95.79,0,77.3,55,95.5,37.0,Y
2026-04-14,DEV021,device_daily_operations,350,150,1008.5,29861.86,77.12,25.65,98.99,1,43.7,71,95.8,22.9,Y
2026-04-14,DEV022,device_daily_operations,158,37,544.06,10362.54,25.53,7.87,96.79,0,34.2,59,98.5,26.0,Y
2026-04-14,DEV023,device_daily_operations,254,90,786.45,17031.8,41.82,7.83,97.4,1,76.8,45,95.0,37.9,Y
2026-04-14,DEV024,device_daily_operations,304,209,1033.88,19071.3,352.8,146.36,98.95,0,17.3,50,95.5,27.0,Y
2026-04-14,DEV025,device_daily_operations,186,127,573.2,14543.65,-9.96,-4.09,100,0,0,14,99.9,8.1,Y
2026-04-14,DEV026,device_daily_operations,104,25,292.85,8159.8,-17.35,-3.13,100,0,0,68,99.8,8.2,Y
2026-04-14,DEV027,device_daily_operations,218,76,674.14,13112.81,13.62,2.83,100,1,58.0,53,96.0,23.1,Y
2026-04-14,DEV028,device_daily_operations,82,50,230.24,5090.54,21.45,6.24,98.39,0,12.1,26,99.3,17.2,Y
2026-04-14,DEV029,device_daily_operations,179,57,498.45,16385.98,29.65,10.7,96.88,0,51.9,34,97.8,25.6,Y
2026-04-14,DEV030,device_daily_operations,197,74,661.84,13284.88,-58.26,-10.7,96.12,0,33.6,55,98.2,30.3,Y
2026-04-14,DEV031,device_daily_operations,186,102,549.39,14815.59,-1321.79,-300.63,97.17,0,35.0,54,84.1,47.5,N
2026-04-14,DEV032,device_daily_operations,58,27,165.18,5105.23,24.19,7.27,98.84,1,57.0,18,95.9,29.7,Y
2026-04-14,DEV033,device_daily_operations,60,44,215.79,4454.91,27.53,9.38,98.55,0,25.6,18,98.8,19.5,Y
2026-04-14,DEV034,device_daily_operations,151,37,538.69,13421.32,-26.7,-9.35,97.89,1,67.9,55,95.5,35.0,Y
2026-04-14,DEV035,device_daily_operations,152,77,527.59,9192.56,69.76,20.74,97.93,0,38.1,64,97.9,20.6,Y
2026-04-14,DEV036,device_daily_operations,157,95,435.48,12567.72,-50.6,-11.27,99.54,0,5.1,36,99.3,14.5,Y
2026-04-15,DEV001,device_daily_operations,286,122,992.47,19696.99,118.67,24.74,99.53,0,5.8,13,98.5,15.8,Y
2026-04-15,DEV002,device_daily_operations,470,131,1651.88,29421.12,-97.85,-26.54,97.74,2,85.5,25,92.3,38.1,Y
2026-04-15,DEV003,device_daily_operations,449,231,1584.84,30877.42,-1995.84,-712.87,100,1,29.0,17,75.0,55.3,N
2026-04-15,DEV004,device_daily_operations,164,108,455.72,10304.99,-56.42,-15.01,97.5,0,42.7,59,97.8,22.7,Y
